"","BOROUGH","NEIGHBORHOOD","TYPE.OF.HOME","NUMBER.OF.SALES","LOWEST.SALE.PRICE","AVERAGE.SALE.PRICE","MEDIAN.SALE.PRICE","HIGHEST.SALE.PRICE","YEAR","DISTRICT"
"4476","Queens","CARROLL GARDENS","02 TWO FAMILY HOMES",19,440000,1753079,1710000,3475000,2012,"CARROLL GARDENS"
"4477","Queens","CARROLL GARDENS","03 THREE FAMILY HOMES",22,426250,1716830,1580000,4025000,2012,"CARROLL GARDENS"
"4478","Queens","CLINTON HILL","01 ONE FAMILY HOMES",8,450000,1022938,791750,2026000,2012,"CLINTON HILL"
"4479","Queens","CLINTON HILL","02 TWO FAMILY HOMES",23,250000,1283862,1325000,3e+06,2012,"CLINTON HILL"
"4480","Queens","CLINTON HILL","03 THREE FAMILY HOMES",17,426000,1094441,1075000,2020000,2012,"CLINTON HILL"
"4481","Queens","COBBLE HILL","01 ONE FAMILY HOMES",6,1300000,2269167,2382500,3300000,2012,"COBBLE HILL"
"4482","Queens","COBBLE HILL","02 TWO FAMILY HOMES",8,1162500,2263438,2475000,3275000,2012,"COBBLE HILL"
"4483","Queens","COBBLE HILL","03 THREE FAMILY HOMES",5,611400,2369480,2100000,3700000,2012,"COBBLE HILL"
"4484","Queens","COBBLE HILL-WEST","01 ONE FAMILY HOMES",1,1520000,1520000,1520000,1520000,2012,"COBBLE HILL-WEST"
"4485","Queens","COBBLE HILL-WEST","02 TWO FAMILY HOMES",1,315000,315000,315000,315000,2012,"COBBLE HILL-WEST"
"4486","Queens","COBBLE HILL-WEST","03 THREE FAMILY HOMES",1,1275000,1275000,1275000,1275000,2012,"COBBLE HILL-WEST"
"4487","Queens","CONEY ISLAND","01 ONE FAMILY HOMES",10,210000,347500,374000,427000,2012,"CONEY ISLAND"
"4488","Queens","CONEY ISLAND","02 TWO FAMILY HOMES",2,480000,535103,535103,590206,2012,"CONEY ISLAND"
"4489","Queens","CONEY ISLAND","03 THREE FAMILY HOMES",1,620000,620000,620000,620000,2012,"CONEY ISLAND"
"4490","Queens","CROWN HEIGHTS","01 ONE FAMILY HOMES",33,2e+05,516933,442000,1300000,2012,"CROWN HEIGHTS"
"4491","Queens","CROWN HEIGHTS","02 TWO FAMILY HOMES",102,2e+05,538067,538000,1400000,2012,"CROWN HEIGHTS"
"4492","Queens","CROWN HEIGHTS","03 THREE FAMILY HOMES",45,237500,647957,550800,2260000,2012,"CROWN HEIGHTS"
"4493","Queens","CYPRESS HILLS","01 ONE FAMILY HOMES",16,2e+05,299219,299500,465000,2012,"CYPRESS HILLS"
"4494","Queens","CYPRESS HILLS","02 TWO FAMILY HOMES",94,2e+05,373175,360500,624750,2012,"CYPRESS HILLS"
"4495","Queens","CYPRESS HILLS","03 THREE FAMILY HOMES",32,2e+05,364872,388500,515000,2012,"CYPRESS HILLS"
"4496","Queens","DOWNTOWN-FULTON MALL","01 ONE FAMILY HOMES",1,3300000,3300000,3300000,3300000,2012,"DOWNTOWN-FULTON MALL"
"4497","Queens","DOWNTOWN-METROTECH","02 TWO FAMILY HOMES",1,2150000,2150000,2150000,2150000,2012,"DOWNTOWN-METROTECH"
"4498","Queens","DYKER HEIGHTS","01 ONE FAMILY HOMES",69,250000,658722,630000,1840000,2012,"DYKER HEIGHTS"
"4499","Queens","DYKER HEIGHTS","02 TWO FAMILY HOMES",73,2e+05,730439,725000,1800000,2012,"DYKER HEIGHTS"
"4500","Queens","DYKER HEIGHTS","03 THREE FAMILY HOMES",17,495000,807412,750000,1270000,2012,"DYKER HEIGHTS"
"4501","Queens","EAST NEW YORK","01 ONE FAMILY HOMES",36,207000,299541,285000,589000,2012,"EAST NEW YORK"
"4502","Queens","EAST NEW YORK","02 TWO FAMILY HOMES",146,2e+05,354809,337787,620550,2012,"EAST NEW YORK"
"4503","Queens","EAST NEW YORK","03 THREE FAMILY HOMES",58,2e+05,350544,330000,828551,2012,"EAST NEW YORK"
"4504","Queens","FLATBUSH-CENTRAL","01 ONE FAMILY HOMES",54,218000,924844,882500,1800000,2012,"FLATBUSH-CENTRAL"
"4505","Queens","FLATBUSH-CENTRAL","02 TWO FAMILY HOMES",53,235000,585544,487000,1525000,2012,"FLATBUSH-CENTRAL"
"4506","Queens","FLATBUSH-CENTRAL","03 THREE FAMILY HOMES",11,2e+05,429318,385000,975000,2012,"FLATBUSH-CENTRAL"
"4507","Queens","FLATBUSH-EAST","01 ONE FAMILY HOMES",114,2e+05,369369,356500,850000,2012,"FLATBUSH-EAST"
"4508","Queens","FLATBUSH-EAST","02 TWO FAMILY HOMES",89,2e+05,399214,399000,760000,2012,"FLATBUSH-EAST"
"4509","Queens","FLATBUSH-EAST","03 THREE FAMILY HOMES",29,225000,435037,450000,720000,2012,"FLATBUSH-EAST"
"4510","Queens","FLATBUSH-LEFFERTS GARDEN","01 ONE FAMILY HOMES",22,340000,922236,910000,1650000,2012,"FLATBUSH-LEFFERTS GARDEN"
"4511","Queens","FLATBUSH-LEFFERTS GARDEN","02 TWO FAMILY HOMES",13,251000,537150,549000,959000,2012,"FLATBUSH-LEFFERTS GARDEN"
"4512","Queens","FLATBUSH-LEFFERTS GARDEN","03 THREE FAMILY HOMES",5,360000,515000,570000,640000,2012,"FLATBUSH-LEFFERTS GARDEN"
"4513","Queens","FLATBUSH-NORTH","01 ONE FAMILY HOMES",17,2e+05,313791,320000,390000,2012,"FLATBUSH-NORTH"
"4514","Queens","FLATBUSH-NORTH","02 TWO FAMILY HOMES",40,2e+05,387354,363670,840000,2012,"FLATBUSH-NORTH"
"4515","Queens","FLATBUSH-NORTH","03 THREE FAMILY HOMES",14,280000,521596,470000,999995,2012,"FLATBUSH-NORTH"
"4516","Queens","FLATLANDS","01 ONE FAMILY HOMES",28,225000,367396,382500,460000,2012,"FLATLANDS"
"4517","Queens","FLATLANDS","02 TWO FAMILY HOMES",28,225000,433417,460000,616220,2012,"FLATLANDS"
"4518","Queens","FLATLANDS","03 THREE FAMILY HOMES",1,553000,553000,553000,553000,2012,"FLATLANDS"
"4519","Queens","FORT GREENE","01 ONE FAMILY HOMES",1,2350000,2350000,2350000,2350000,2012,"FORT GREENE"
"4520","Queens","FORT GREENE","02 TWO FAMILY HOMES",21,320000,1629810,1520000,3285000,2012,"FORT GREENE"
"4521","Queens","FORT GREENE","03 THREE FAMILY HOMES",6,263000,1460167,1500000,2180000,2012,"FORT GREENE"
"4522","Queens","GERRITSEN BEACH","01 ONE FAMILY HOMES",42,2e+05,389931,377368,830000,2012,"GERRITSEN BEACH"
"4523","Queens","GERRITSEN BEACH","02 TWO FAMILY HOMES",7,310000,432393,435000,599000,2012,"GERRITSEN BEACH"
"4524","Queens","GOWANUS","01 ONE FAMILY HOMES",10,340000,740900,769500,1180000,2012,"GOWANUS"
"4525","Queens","GOWANUS","02 TWO FAMILY HOMES",24,534000,1145917,999000,2500000,2012,"GOWANUS"
"4526","Queens","GOWANUS","03 THREE FAMILY HOMES",14,342500,833726,745000,1420000,2012,"GOWANUS"
"4527","Queens","GRAVESEND","01 ONE FAMILY HOMES",53,270000,513081,520000,810000,2012,"GRAVESEND"
"4528","Queens","GRAVESEND","02 TWO FAMILY HOMES",105,2e+05,644677,650000,1300000,2012,"GRAVESEND"
"4529","Queens","GRAVESEND","03 THREE FAMILY HOMES",33,575000,901561,875000,1450000,2012,"GRAVESEND"
"4530","Queens","GREENPOINT","01 ONE FAMILY HOMES",2,655000,690000,690000,725000,2012,"GREENPOINT"
"4531","Queens","GREENPOINT","02 TWO FAMILY HOMES",50,270000,837406,782500,1850000,2012,"GREENPOINT"
"4532","Queens","GREENPOINT","03 THREE FAMILY HOMES",19,302000,934000,815000,2499000,2012,"GREENPOINT"
"4533","Queens","KENSINGTON","01 ONE FAMILY HOMES",6,202800,534300,607000,850000,2012,"KENSINGTON"
"4534","Queens","KENSINGTON","02 TWO FAMILY HOMES",20,250000,699279,665000,1500000,2012,"KENSINGTON"
"4535","Queens","MADISON","01 ONE FAMILY HOMES",73,2e+05,602405,555000,2200000,2012,"MADISON"
"4536","Queens","MADISON","02 TWO FAMILY HOMES",33,250000,711421,6e+05,1745000,2012,"MADISON"
"4537","Queens","MADISON","03 THREE FAMILY HOMES",1,938000,938000,938000,938000,2012,"MADISON"
"4538","Queens","MANHATTAN BEACH","01 ONE FAMILY HOMES",17,275000,1088066,855000,2900000,2012,"MANHATTAN BEACH"
"4539","Queens","MANHATTAN BEACH","02 TWO FAMILY HOMES",8,9e+05,1098250,995000,1700000,2012,"MANHATTAN BEACH"
"4540","Queens","MANHATTAN BEACH","03 THREE FAMILY HOMES",1,1500000,1500000,1500000,1500000,2012,"MANHATTAN BEACH"
"4541","Queens","MARINE PARK","01 ONE FAMILY HOMES",101,2e+05,480655,463000,940000,2012,"MARINE PARK"
"4542","Queens","MARINE PARK","02 TWO FAMILY HOMES",44,222500,506955,507500,740000,2012,"MARINE PARK"
"4543","Queens","MARINE PARK","03 THREE FAMILY HOMES",5,550000,641040,625000,775000,2012,"MARINE PARK"
"4544","Queens","MIDWOOD","01 ONE FAMILY HOMES",89,212000,814003,663800,3400500,2012,"MIDWOOD"
"4545","Queens","MIDWOOD","02 TWO FAMILY HOMES",51,201000,622757,620000,1385500,2012,"MIDWOOD"
"4546","Queens","MIDWOOD","03 THREE FAMILY HOMES",5,240000,526000,390000,925000,2012,"MIDWOOD"
"4547","Queens","MILL BASIN","01 ONE FAMILY HOMES",26,385000,817981,825000,1350000,2012,"MILL BASIN"
"4548","Queens","MILL BASIN","02 TWO FAMILY HOMES",12,2e+05,580167,603000,797000,2012,"MILL BASIN"
"4549","Queens","NAVY YARD","01 ONE FAMILY HOMES",1,715000,715000,715000,715000,2012,"NAVY YARD"
"4550","Queens","NAVY YARD","02 TWO FAMILY HOMES",3,485000,625000,650000,740000,2012,"NAVY YARD"
"4551","Queens","NAVY YARD","03 THREE FAMILY HOMES",2,255000,317500,317500,380000,2012,"NAVY YARD"
"4552","Queens","OCEAN HILL","01 ONE FAMILY HOMES",5,242500,322030,280000,447193,2012,"OCEAN HILL"
"4553","Queens","OCEAN HILL","02 TWO FAMILY HOMES",89,2e+05,431484,424000,1728221,2012,"OCEAN HILL"
"4554","Queens","OCEAN HILL","03 THREE FAMILY HOMES",56,2e+05,475968,483750,873600,2012,"OCEAN HILL"
"4555","Queens","OCEAN PARKWAY-NORTH","01 ONE FAMILY HOMES",76,210000,1023253,712500,4200000,2012,"OCEAN PARKWAY-NORTH"
"4556","Queens","OCEAN PARKWAY-NORTH","02 TWO FAMILY HOMES",70,243000,841377,729000,3025000,2012,"OCEAN PARKWAY-NORTH"
"4557","Queens","OCEAN PARKWAY-NORTH","03 THREE FAMILY HOMES",10,610000,835000,755000,1745000,2012,"OCEAN PARKWAY-NORTH"
"4558","Queens","OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES",29,280000,1454550,690000,6052000,2012,"OCEAN PARKWAY-SOUTH"
"4559","Queens","OCEAN PARKWAY-SOUTH","02 TWO FAMILY HOMES",47,275000,830212,670000,3e+06,2012,"OCEAN PARKWAY-SOUTH"
"4560","Queens","OCEAN PARKWAY-SOUTH","03 THREE FAMILY HOMES",11,650000,827773,8e+05,1137000,2012,"OCEAN PARKWAY-SOUTH"
"4561","Queens","OLD MILL BASIN","01 ONE FAMILY HOMES",61,2e+05,360069,355000,740000,2012,"OLD MILL BASIN"
"4562","Queens","OLD MILL BASIN","02 TWO FAMILY HOMES",29,225000,408615,425000,630000,2012,"OLD MILL BASIN"
"4563","Queens","OLD MILL BASIN","03 THREE FAMILY HOMES",3,582000,614000,610000,650000,2012,"OLD MILL BASIN"
"4564","Queens","PARK SLOPE","01 ONE FAMILY HOMES",11,1403000,2655550,2482000,5203550,2012,"PARK SLOPE"
"4565","Queens","PARK SLOPE","02 TWO FAMILY HOMES",59,295423,2046836,2050913,4e+06,2012,"PARK SLOPE"
"4566","Queens","PARK SLOPE","03 THREE FAMILY HOMES",34,3e+05,1929274,1860000,3575000,2012,"PARK SLOPE"
"4567","Queens","PARK SLOPE SOUTH","01 ONE FAMILY HOMES",5,605000,875000,795000,1350000,2012,"PARK SLOPE SOUTH"
"4568","Queens","PARK SLOPE SOUTH","02 TWO FAMILY HOMES",32,420000,1148250,1102500,2050000,2012,"PARK SLOPE SOUTH"
"4569","Queens","PARK SLOPE SOUTH","03 THREE FAMILY HOMES",7,645000,1260714,1375000,1600000,2012,"PARK SLOPE SOUTH"
"4570","Queens","PROSPECT HEIGHTS","01 ONE FAMILY HOMES",2,1925000,2145000,2145000,2365000,2012,"PROSPECT HEIGHTS"
"4571","Queens","PROSPECT HEIGHTS","02 TWO FAMILY HOMES",14,850000,1600116,1518750,2975000,2012,"PROSPECT HEIGHTS"
"4572","Queens","PROSPECT HEIGHTS","03 THREE FAMILY HOMES",4,890968,1337742,1355000,1750000,2012,"PROSPECT HEIGHTS"
"4573","Queens","RED HOOK","01 ONE FAMILY HOMES",6,425000,822500,745000,1550000,2012,"RED HOOK"
"4574","Queens","RED HOOK","02 TWO FAMILY HOMES",7,3e+05,889159,791115,1238000,2012,"RED HOOK"
"4575","Queens","RED HOOK","03 THREE FAMILY HOMES",8,275000,578125,545000,970000,2012,"RED HOOK"
"4576","Queens","SEAGATE","01 ONE FAMILY HOMES",9,225000,595596,630000,830000,2012,"SEAGATE"
"4577","Queens","SEAGATE","02 TWO FAMILY HOMES",6,390000,545083,509975,785550,2012,"SEAGATE"
"4578","Queens","SHEEPSHEAD BAY","01 ONE FAMILY HOMES",58,2e+05,499950,507450,1200000,2012,"SHEEPSHEAD BAY"
"4579","Queens","SHEEPSHEAD BAY","02 TWO FAMILY HOMES",80,218000,566043,580000,960000,2012,"SHEEPSHEAD BAY"
"4580","Queens","SHEEPSHEAD BAY","03 THREE FAMILY HOMES",22,356387,719597,717500,1230000,2012,"SHEEPSHEAD BAY"
"4581","Queens","SPRING CREEK","02 TWO FAMILY HOMES",27,335560,416479,419656,419656,2012,"SPRING CREEK"
"4582","Queens","SUNSET PARK","01 ONE FAMILY HOMES",17,285500,467676,430000,790000,2012,"SUNSET PARK"
"4583","Queens","SUNSET PARK","02 TWO FAMILY HOMES",119,216000,777215,770000,2e+06,2012,"SUNSET PARK"
"4584","Queens","SUNSET PARK","03 THREE FAMILY HOMES",45,2e+05,725367,719000,1101000,2012,"SUNSET PARK"
"4585","Queens","WILLIAMSBURG-CENTRAL","01 ONE FAMILY HOMES",1,9e+05,9e+05,9e+05,9e+05,2012,"WILLIAMSBURG"
"4586","Queens","WILLIAMSBURG-CENTRAL","02 TWO FAMILY HOMES",6,3e+05,709781,761844,975000,2012,"WILLIAMSBURG"
"4587","Queens","WILLIAMSBURG-CENTRAL","03 THREE FAMILY HOMES",6,274500,673083,474500,1550000,2012,"WILLIAMSBURG"
"4588","Queens","WILLIAMSBURG-EAST","01 ONE FAMILY HOMES",12,250000,659500,645000,999000,2012,"WILLIAMSBURG"
"4589","Queens","WILLIAMSBURG-EAST","02 TWO FAMILY HOMES",25,2e+05,776860,665000,1950000,2012,"WILLIAMSBURG"
"4590","Queens","WILLIAMSBURG-EAST","03 THREE FAMILY HOMES",11,420000,901045,950000,1340000,2012,"WILLIAMSBURG"
"4591","Queens","WILLIAMSBURG-NORTH","01 ONE FAMILY HOMES",3,1295000,2073333,2025000,2900000,2012,"WILLIAMSBURG"
"4592","Queens","WILLIAMSBURG-NORTH","02 TWO FAMILY HOMES",7,8e+05,1310000,1e+06,2850000,2012,"WILLIAMSBURG"
"4593","Queens","WILLIAMSBURG-NORTH","03 THREE FAMILY HOMES",11,8e+05,1393818,1400000,2100000,2012,"WILLIAMSBURG"
"4594","Queens","WILLIAMSBURG-SOUTH","01 ONE FAMILY HOMES",2,710000,955000,955000,1200000,2012,"WILLIAMSBURG"
"4595","Queens","WILLIAMSBURG-SOUTH","02 TWO FAMILY HOMES",1,860000,860000,860000,860000,2012,"WILLIAMSBURG"
"4596","Queens","WINDSOR TERRACE","01 ONE FAMILY HOMES",9,625000,976667,899000,1425000,2012,"WINDSOR TERRACE"
"4597","Queens","WINDSOR TERRACE","02 TWO FAMILY HOMES",34,325000,975382,895000,1690000,2012,"WINDSOR TERRACE"
"4598","Queens","WINDSOR TERRACE","03 THREE FAMILY HOMES",8,950000,1240500,1200000,1625000,2012,"WINDSOR TERRACE"
"4599","Queens","WYCKOFF HEIGHTS","01 ONE FAMILY HOMES",3,419000,433000,425000,455000,2012,"WYCKOFF HEIGHTS"
"4600","Queens","WYCKOFF HEIGHTS","02 TWO FAMILY HOMES",9,345000,463883,475000,6e+05,2012,"WYCKOFF HEIGHTS"
"4601","Queens","WYCKOFF HEIGHTS","03 THREE FAMILY HOMES",4,385000,471250,465000,570000,2012,"WYCKOFF HEIGHTS"
"4602","Bronx","BATHGATE","01 ONE FAMILY HOMES",1,345376,345376,345376,345376,2012,"BATHGATE"
"4603","Bronx","BATHGATE","02 TWO FAMILY HOMES",3,316500,373425,360000,443776,2012,"BATHGATE"
"4604","Bronx","BATHGATE","03 THREE FAMILY HOMES",1,232161,232161,232161,232161,2012,"BATHGATE"
"4605","Bronx","BAYCHESTER","01 ONE FAMILY HOMES",56,210000,319730,335350,571467,2012,"BAYCHESTER"
"4606","Bronx","BAYCHESTER","02 TWO FAMILY HOMES",59,2e+05,386475,378000,1315000,2012,"BAYCHESTER"
"4607","Bronx","BAYCHESTER","03 THREE FAMILY HOMES",13,298000,425323,425000,535000,2012,"BAYCHESTER"
"4608","Bronx","BEDFORD PARK/NORWOOD","01 ONE FAMILY HOMES",10,2e+05,562630,285850,2650000,2012,"BEDFORD PARK/NORWOOD"
"4609","Bronx","BEDFORD PARK/NORWOOD","02 TWO FAMILY HOMES",18,238000,371831,362500,550000,2012,"BEDFORD PARK/NORWOOD"
"4610","Bronx","BEDFORD PARK/NORWOOD","03 THREE FAMILY HOMES",6,280000,380000,387500,450000,2012,"BEDFORD PARK/NORWOOD"
"4611","Bronx","BELMONT","01 ONE FAMILY HOMES",2,2e+05,232500,232500,265000,2012,"BELMONT"
"4612","Bronx","BELMONT","02 TWO FAMILY HOMES",11,2e+05,376362,375000,620000,2012,"BELMONT"
"4613","Bronx","BELMONT","03 THREE FAMILY HOMES",5,260000,411900,440000,499000,2012,"BELMONT"
"4614","Bronx","BRONX PARK","02 TWO FAMILY HOMES",1,307500,307500,307500,307500,2012,"BRONX PARK"
"4615","Bronx","BRONXDALE","01 ONE FAMILY HOMES",25,206000,309111,307000,5e+05,2012,"BRONXDALE"
"4616","Bronx","BRONXDALE","02 TWO FAMILY HOMES",33,201000,357511,344000,659262,2012,"BRONXDALE"
"4617","Bronx","BRONXDALE","03 THREE FAMILY HOMES",11,256000,464462,473000,580000,2012,"BRONXDALE"
"4618","Bronx","CASTLE HILL/UNIONPORT","01 ONE FAMILY HOMES",12,2e+05,309243,310960,5e+05,2012,"CASTLE HILL/UNIONPORT"
"4619","Bronx","CASTLE HILL/UNIONPORT","02 TWO FAMILY HOMES",37,202000,358822,375000,515000,2012,"CASTLE HILL/UNIONPORT"
"4620","Bronx","CASTLE HILL/UNIONPORT","03 THREE FAMILY HOMES",7,380000,442229,4e+05,584100,2012,"CASTLE HILL/UNIONPORT"
"4621","Bronx","CITY ISLAND","01 ONE FAMILY HOMES",17,267900,393818,4e+05,640500,2012,"CITY ISLAND"
"4622","Bronx","CITY ISLAND","02 TWO FAMILY HOMES",6,268500,395179,346275,573000,2012,"CITY ISLAND"
"4623","Bronx","CITY ISLAND-PELHAM STRIP","01 ONE FAMILY HOMES",1,635000,635000,635000,635000,2012,"CITY ISLAND-PELHAM STRIP"
"4624","Bronx","CO-OP CITY","02 TWO FAMILY HOMES",1,520000,520000,520000,520000,2012,"CO-OP CITY"
"4625","Bronx","COUNTRY CLUB","01 ONE FAMILY HOMES",31,2e+05,436074,400500,1250000,2012,"COUNTRY CLUB"
"4626","Bronx","COUNTRY CLUB","02 TWO FAMILY HOMES",18,223000,461317,428650,750000,2012,"COUNTRY CLUB"
"4627","Bronx","COUNTRY CLUB","03 THREE FAMILY HOMES",4,425000,663616,682546,864372,2012,"COUNTRY CLUB"
"4628","Bronx","CROTONA PARK","01 ONE FAMILY HOMES",3,275000,286667,285000,3e+05,2012,"CROTONA PARK"
"4629","Bronx","CROTONA PARK","02 TWO FAMILY HOMES",4,370000,398135,393770,435000,2012,"CROTONA PARK"
"4630","Bronx","CROTONA PARK","03 THREE FAMILY HOMES",2,430000,438405,438405,446810,2012,"CROTONA PARK"
"4631","Bronx","EAST TREMONT","01 ONE FAMILY HOMES",1,275000,275000,275000,275000,2012,"EAST TREMONT"
"4632","Bronx","EAST TREMONT","02 TWO FAMILY HOMES",14,2e+05,335590,380750,445000,2012,"EAST TREMONT"
"4633","Bronx","EAST TREMONT","03 THREE FAMILY HOMES",15,218000,386285,4e+05,593900,2012,"EAST TREMONT"
"4634","Bronx","FIELDSTON","01 ONE FAMILY HOMES",19,473500,1364787,1275000,3e+06,2012,"FIELDSTON"
"4635","Bronx","FIELDSTON","02 TWO FAMILY HOMES",1,595000,595000,595000,595000,2012,"FIELDSTON"
"4636","Bronx","FORDHAM","02 TWO FAMILY HOMES",7,220000,347143,355000,465000,2012,"FORDHAM"
"4637","Bronx","FORDHAM","03 THREE FAMILY HOMES",2,315000,322500,322500,330000,2012,"FORDHAM"
"4638","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","01 ONE FAMILY HOMES",2,305000,351521,351521,398042,2012,"HIGHBRIDGE/MORRIS HEIGHTS"
"4639","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","02 TWO FAMILY HOMES",14,2e+05,386356,420000,554500,2012,"HIGHBRIDGE/MORRIS HEIGHTS"
"4640","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","03 THREE FAMILY HOMES",13,3e+05,503513,560000,625000,2012,"HIGHBRIDGE/MORRIS HEIGHTS"
"4641","Bronx","HUNTS POINT","02 TWO FAMILY HOMES",1,285000,285000,285000,285000,2012,"HUNTS POINT"
"4642","Bronx","HUNTS POINT","03 THREE FAMILY HOMES",2,242000,288500,288500,335000,2012,"HUNTS POINT"
"4643","Bronx","KINGSBRIDGE HTS/UNIV HTS","01 ONE FAMILY HOMES",3,2e+05,251135,223404,330000,2012,"KINGSBRIDGE HTS/UNIV HTS"
"4644","Bronx","KINGSBRIDGE HTS/UNIV HTS","02 TWO FAMILY HOMES",6,2e+05,358500,380000,425000,2012,"KINGSBRIDGE HTS/UNIV HTS"
"4645","Bronx","KINGSBRIDGE HTS/UNIV HTS","03 THREE FAMILY HOMES",2,395000,490650,490650,586300,2012,"KINGSBRIDGE HTS/UNIV HTS"
"4646","Bronx","KINGSBRIDGE/JEROME PARK","01 ONE FAMILY HOMES",7,225000,459571,485000,6e+05,2012,"KINGSBRIDGE/JEROME PARK"
"4647","Bronx","KINGSBRIDGE/JEROME PARK","02 TWO FAMILY HOMES",10,2e+05,382440,376500,575000,2012,"KINGSBRIDGE/JEROME PARK"
"4648","Bronx","KINGSBRIDGE/JEROME PARK","03 THREE FAMILY HOMES",3,3e+05,463667,455000,636000,2012,"KINGSBRIDGE/JEROME PARK"
"4649","Bronx","MELROSE/CONCOURSE","02 TWO FAMILY HOMES",11,240000,374774,367000,6e+05,2012,"MELROSE/CONCOURSE"
"4650","Bronx","MELROSE/CONCOURSE","03 THREE FAMILY HOMES",12,2e+05,334543,332500,499500,2012,"MELROSE/CONCOURSE"
"4651","Bronx","MORRIS PARK/VAN NEST","01 ONE FAMILY HOMES",25,286000,389995,4e+05,485000,2012,"MORRIS PARK/VAN NEST"
"4652","Bronx","MORRIS PARK/VAN NEST","02 TWO FAMILY HOMES",50,201000,401556,422500,742360,2012,"MORRIS PARK/VAN NEST"
"4653","Bronx","MORRIS PARK/VAN NEST","03 THREE FAMILY HOMES",10,215000,394250,422500,6e+05,2012,"MORRIS PARK/VAN NEST"
"4654","Bronx","MORRISANIA/LONGWOOD","01 ONE FAMILY HOMES",8,253134,295929,287150,390000,2012,"MORRISANIA/LONGWOOD"
"4655","Bronx","MORRISANIA/LONGWOOD","02 TWO FAMILY HOMES",20,210000,330400,352500,430000,2012,"MORRISANIA/LONGWOOD"
"4656","Bronx","MORRISANIA/LONGWOOD","03 THREE FAMILY HOMES",23,231132,433764,445000,708000,2012,"MORRISANIA/LONGWOOD"
"4657","Bronx","MOTT HAVEN/PORT MORRIS","01 ONE FAMILY HOMES",6,245000,322417,322250,450000,2012,"MOTT HAVEN/PORT MORRIS"
"4658","Bronx","MOTT HAVEN/PORT MORRIS","02 TWO FAMILY HOMES",12,210131,280965,275000,380000,2012,"MOTT HAVEN/PORT MORRIS"
"4659","Bronx","MOTT HAVEN/PORT MORRIS","03 THREE FAMILY HOMES",3,240000,335833,337500,430000,2012,"MOTT HAVEN/PORT MORRIS"
"4660","Bronx","MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY HOMES",2,211000,230500,230500,250000,2012,"MOUNT HOPE/MOUNT EDEN"
"4661","Bronx","MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY HOMES",4,225000,333500,334500,440000,2012,"MOUNT HOPE/MOUNT EDEN"
"4662","Bronx","MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY HOMES",7,236000,379346,430000,480000,2012,"MOUNT HOPE/MOUNT EDEN"
"4663","Bronx","PARKCHESTER","01 ONE FAMILY HOMES",3,243000,296765,269100,378196,2012,"PARKCHESTER"
"4664","Bronx","PARKCHESTER","02 TWO FAMILY HOMES",16,218700,355994,356250,455000,2012,"PARKCHESTER"
"4665","Bronx","PARKCHESTER","03 THREE FAMILY HOMES",11,330000,459963,405000,681272,2012,"PARKCHESTER"
"4666","Bronx","PELHAM GARDENS","01 ONE FAMILY HOMES",16,216000,464509,447600,680000,2012,"PELHAM GARDENS"
"4667","Bronx","PELHAM GARDENS","02 TWO FAMILY HOMES",13,280000,443695,428000,680000,2012,"PELHAM GARDENS"
"4668","Bronx","PELHAM PARKWAY NORTH","01 ONE FAMILY HOMES",30,235000,386967,370000,610000,2012,"PELHAM PARKWAY NORTH"
"4669","Bronx","PELHAM PARKWAY NORTH","02 TWO FAMILY HOMES",31,270000,430439,425000,617500,2012,"PELHAM PARKWAY NORTH"
"4670","Bronx","PELHAM PARKWAY NORTH","03 THREE FAMILY HOMES",2,380000,435000,435000,490000,2012,"PELHAM PARKWAY NORTH"
"4671","Bronx","PELHAM PARKWAY SOUTH","01 ONE FAMILY HOMES",13,265000,407923,395000,620000,2012,"PELHAM PARKWAY SOUTH"
"4672","Bronx","PELHAM PARKWAY SOUTH","02 TWO FAMILY HOMES",6,290000,430833,435000,530000,2012,"PELHAM PARKWAY SOUTH"
"4673","Bronx","PELHAM PARKWAY SOUTH","03 THREE FAMILY HOMES",1,485000,485000,485000,485000,2012,"PELHAM PARKWAY SOUTH"
"4674","Bronx","RIVERDALE","01 ONE FAMILY HOMES",38,237000,968482,716667,4650000,2012,"RIVERDALE"
"4675","Bronx","RIVERDALE","02 TWO FAMILY HOMES",7,496000,636714,583000,940000,2012,"RIVERDALE"
"4676","Bronx","RIVERDALE","03 THREE FAMILY HOMES",2,310000,437500,437500,565000,2012,"RIVERDALE"
"4677","Bronx","SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY HOMES",37,202651,362671,357000,525000,2012,"SCHUYLERVILLE/PELHAM BAY"
"4678","Bronx","SCHUYLERVILLE/PELHAM BAY","02 TWO FAMILY HOMES",43,202460,401718,410000,6e+05,2012,"SCHUYLERVILLE/PELHAM BAY"
"4679","Bronx","SCHUYLERVILLE/PELHAM BAY","03 THREE FAMILY HOMES",15,275000,467000,460000,625000,2012,"SCHUYLERVILLE/PELHAM BAY"
