"","BOROUGH","NEIGHBORHOOD","TYPE.OF.HOME","NUMBER.OF.SALES","LOWEST.SALE.PRICE","AVERAGE.SALE.PRICE","MEDIAN.SALE.PRICE","HIGHEST.SALE.PRICE","YEAR","DISTRICT"
"209","Staten Island","JAMAICA","01 ONE FAMILY HOMES",105,150000,450138,409000,999000,2005,"JAMAICA"
"210","Staten Island","JAMAICA","02 TWO FAMILY HOMES",132,278000,577525,573400,1300000,2005,"JAMAICA"
"211","Staten Island","JAMAICA","03 THREE FAMILY HOMES",22,325500,751886,771500,985000,2005,"JAMAICA"
"212","Staten Island","JAMAICA BAY","01 ONE FAMILY HOMES",8,202179,320272,340000,4e+05,2005,"JAMAICA BAY"
"213","Staten Island","JAMAICA BAY","02 TWO FAMILY HOMES",9,373000,454738,470000,540600,2005,"JAMAICA BAY"
"214","Staten Island","JAMAICA BAY","03 THREE FAMILY HOMES",1,475000,475000,475000,475000,2005,"JAMAICA BAY"
"215","Staten Island","JAMAICA ESTATES","01 ONE FAMILY HOMES",82,250000,878628,820000,1800000,2005,"JAMAICA ESTATES"
"216","Staten Island","JAMAICA ESTATES","02 TWO FAMILY HOMES",9,450000,936111,780000,2750000,2005,"JAMAICA ESTATES"
"217","Staten Island","JAMAICA ESTATES","03 THREE FAMILY HOMES",7,6e+05,950584,916425,1350000,2005,"JAMAICA ESTATES"
"218","Staten Island","JAMAICA HILLS","01 ONE FAMILY HOMES",58,171851,545221,520000,880000,2005,"JAMAICA HILLS"
"219","Staten Island","JAMAICA HILLS","02 TWO FAMILY HOMES",47,250000,695033,720000,1400000,2005,"JAMAICA HILLS"
"220","Staten Island","JAMAICA HILLS","03 THREE FAMILY HOMES",7,730000,844286,9e+05,950000,2005,"JAMAICA HILLS"
"221","Staten Island","KEW GARDENS","01 ONE FAMILY HOMES",52,165000,693318,542500,2500000,2005,"KEW GARDENS"
"222","Staten Island","KEW GARDENS","02 TWO FAMILY HOMES",31,250000,599605,572400,995000,2005,"KEW GARDENS"
"223","Staten Island","KEW GARDENS","03 THREE FAMILY HOMES",14,735000,838500,805000,985000,2005,"KEW GARDENS"
"224","Staten Island","LAURELTON","01 ONE FAMILY HOMES",274,150000,383125,381726,650000,2005,"LAURELTON"
"225","Staten Island","LAURELTON","02 TWO FAMILY HOMES",71,150000,428981,440000,620000,2005,"LAURELTON"
"226","Staten Island","LAURELTON","03 THREE FAMILY HOMES",4,480000,534163,542500,571650,2005,"LAURELTON"
"227","Staten Island","LITTLE NECK","01 ONE FAMILY HOMES",129,158715,705070,698000,1575000,2005,"LITTLE NECK"
"228","Staten Island","LITTLE NECK","02 TWO FAMILY HOMES",17,6e+05,772776,8e+05,977520,2005,"LITTLE NECK"
"229","Staten Island","LITTLE NECK","03 THREE FAMILY HOMES",3,7e+05,767667,763000,840000,2005,"LITTLE NECK"
"230","Staten Island","LONG ISLAND CITY","01 ONE FAMILY HOMES",12,180000,433271,376250,1200000,2005,"LONG ISLAND CITY"
"231","Staten Island","LONG ISLAND CITY","02 TWO FAMILY HOMES",36,156156,642229,595000,2400000,2005,"LONG ISLAND CITY"
"232","Staten Island","LONG ISLAND CITY","03 THREE FAMILY HOMES",20,180000,755950,771000,1375000,2005,"LONG ISLAND CITY"
"233","Staten Island","MASPETH","01 ONE FAMILY HOMES",120,180000,463566,466500,730000,2005,"MASPETH"
"234","Staten Island","MASPETH","02 TWO FAMILY HOMES",186,195000,578130,581200,950000,2005,"MASPETH"
"235","Staten Island","MASPETH","03 THREE FAMILY HOMES",28,265000,711892,705000,1107518,2005,"MASPETH"
"236","Staten Island","MIDDLE VILLAGE","01 ONE FAMILY HOMES",175,151500,507035,5e+05,825000,2005,"MIDDLE VILLAGE"
"237","Staten Island","MIDDLE VILLAGE","02 TWO FAMILY HOMES",127,2e+05,590319,583000,1140000,2005,"MIDDLE VILLAGE"
"238","Staten Island","MIDDLE VILLAGE","03 THREE FAMILY HOMES",36,2e+05,719592,760000,990000,2005,"MIDDLE VILLAGE"
"239","Staten Island","NEPONSIT","01 ONE FAMILY HOMES",23,205000,884845,785000,1625000,2005,"NEPONSIT"
"240","Staten Island","OAKLAND GARDENS","01 ONE FAMILY HOMES",96,283260,666393,651500,1540000,2005,"OAKLAND GARDENS"
"241","Staten Island","OAKLAND GARDENS","02 TWO FAMILY HOMES",8,528000,746500,654500,1150000,2005,"OAKLAND GARDENS"
"242","Staten Island","OAKLAND GARDENS","03 THREE FAMILY HOMES",4,7e+05,824500,809000,980000,2005,"OAKLAND GARDENS"
"243","Staten Island","OZONE PARK","01 ONE FAMILY HOMES",194,165000,410129,402250,865000,2005,"OZONE PARK"
"244","Staten Island","OZONE PARK","02 TWO FAMILY HOMES",305,150000,515980,519400,975000,2005,"OZONE PARK"
"245","Staten Island","OZONE PARK","03 THREE FAMILY HOMES",51,340000,639884,642000,850000,2005,"OZONE PARK"
"246","Staten Island","QUEENS VILLAGE","01 ONE FAMILY HOMES",538,150000,394860,395000,790000,2005,"QUEENS VILLAGE"
"247","Staten Island","QUEENS VILLAGE","02 TWO FAMILY HOMES",141,160000,496442,495000,8e+05,2005,"QUEENS VILLAGE"
"248","Staten Island","QUEENS VILLAGE","03 THREE FAMILY HOMES",13,375950,613781,565000,799000,2005,"QUEENS VILLAGE"
"249","Staten Island","REGO PARK","01 ONE FAMILY HOMES",96,228300,619941,582000,1600000,2005,"REGO PARK"
"250","Staten Island","REGO PARK","02 TWO FAMILY HOMES",40,150000,639692,570000,1175000,2005,"REGO PARK"
"251","Staten Island","REGO PARK","03 THREE FAMILY HOMES",11,525000,831864,852000,1099000,2005,"REGO PARK"
"252","Staten Island","RICHMOND HILL","01 ONE FAMILY HOMES",400,160000,420664,419000,750000,2005,"RICHMOND HILL"
"253","Staten Island","RICHMOND HILL","02 TWO FAMILY HOMES",491,197730,536622,540000,830000,2005,"RICHMOND HILL"
"254","Staten Island","RICHMOND HILL","03 THREE FAMILY HOMES",64,260000,620921,636550,857000,2005,"RICHMOND HILL"
"255","Staten Island","RIDGEWOOD","01 ONE FAMILY HOMES",54,2e+05,401839,389000,880000,2005,"RIDGEWOOD"
"256","Staten Island","RIDGEWOOD","02 TWO FAMILY HOMES",164,187500,534459,550000,778961,2005,"RIDGEWOOD"
"257","Staten Island","RIDGEWOOD","03 THREE FAMILY HOMES",51,240750,560932,550000,865000,2005,"RIDGEWOOD"
"258","Staten Island","ROCKAWAY PARK","01 ONE FAMILY HOMES",6,170000,262125,255125,362500,2005,"ROCKAWAY PARK"
"259","Staten Island","ROCKAWAY PARK","02 TWO FAMILY HOMES",19,225000,514143,550000,8e+05,2005,"ROCKAWAY PARK"
"260","Staten Island","ROCKAWAY PARK","03 THREE FAMILY HOMES",10,225000,454253,425000,675000,2005,"ROCKAWAY PARK"
"261","Staten Island","ROSEDALE","01 ONE FAMILY HOMES",319,150000,402132,395000,660000,2005,"ROSEDALE"
"262","Staten Island","ROSEDALE","02 TWO FAMILY HOMES",221,155000,507172,530000,655000,2005,"ROSEDALE"
"263","Staten Island","ROSEDALE","03 THREE FAMILY HOMES",21,430000,566160,565000,650000,2005,"ROSEDALE"
"264","Staten Island","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY HOMES",621,150000,328469,325000,660000,2005,"SO. JAMAICA-BAISLEY PARK"
"265","Staten Island","SO. JAMAICA-BAISLEY PARK","02 TWO FAMILY HOMES",243,178000,459310,470000,675000,2005,"SO. JAMAICA-BAISLEY PARK"
"266","Staten Island","SO. JAMAICA-BAISLEY PARK","03 THREE FAMILY HOMES",5,250000,428441,475000,5e+05,2005,"SO. JAMAICA-BAISLEY PARK"
"267","Staten Island","SOUTH JAMAICA","01 ONE FAMILY HOMES",404,174000,355188,345000,720000,2005,"SOUTH JAMAICA"
"268","Staten Island","SOUTH JAMAICA","02 TWO FAMILY HOMES",366,150000,448569,460000,1e+06,2005,"SOUTH JAMAICA"
"269","Staten Island","SOUTH JAMAICA","03 THREE FAMILY HOMES",35,3e+05,499266,510000,663000,2005,"SOUTH JAMAICA"
"270","Staten Island","SOUTH OZONE PARK","01 ONE FAMILY HOMES",427,150000,411949,400680,8e+05,2005,"SOUTH OZONE PARK"
"271","Staten Island","SOUTH OZONE PARK","02 TWO FAMILY HOMES",291,150000,523865,525000,775000,2005,"SOUTH OZONE PARK"
"272","Staten Island","SOUTH OZONE PARK","03 THREE FAMILY HOMES",11,412000,520361,513970,725000,2005,"SOUTH OZONE PARK"
"273","Staten Island","SPRINGFIELD GARDENS","01 ONE FAMILY HOMES",401,152000,366531,350000,677000,2005,"SPRINGFIELD GARDENS"
"274","Staten Island","SPRINGFIELD GARDENS","02 TWO FAMILY HOMES",246,180000,467606,489269,651680,2005,"SPRINGFIELD GARDENS"
"275","Staten Island","SPRINGFIELD GARDENS","03 THREE FAMILY HOMES",4,430000,532423,507500,684693,2005,"SPRINGFIELD GARDENS"
"276","Staten Island","ST. ALBANS","01 ONE FAMILY HOMES",511,165000,364637,361390,710000,2005,"ST. ALBANS"
"277","Staten Island","ST. ALBANS","02 TWO FAMILY HOMES",189,160000,434959,439900,680000,2005,"ST. ALBANS"
"278","Staten Island","ST. ALBANS","03 THREE FAMILY HOMES",1,474500,474500,474500,474500,2005,"ST. ALBANS"
"279","Staten Island","SUNNYSIDE","01 ONE FAMILY HOMES",23,410000,528739,520000,669500,2005,"SUNNYSIDE"
"280","Staten Island","SUNNYSIDE","02 TWO FAMILY HOMES",45,190000,625567,673000,945000,2005,"SUNNYSIDE"
"281","Staten Island","SUNNYSIDE","03 THREE FAMILY HOMES",8,610000,719875,737500,785000,2005,"SUNNYSIDE"
"282","Staten Island","WHITESTONE","01 ONE FAMILY HOMES",194,3e+05,696010,622000,1695386,2005,"WHITESTONE"
"283","Staten Island","WHITESTONE","02 TWO FAMILY HOMES",74,2e+05,758351,727500,1600000,2005,"WHITESTONE"
"284","Staten Island","WHITESTONE","03 THREE FAMILY HOMES",10,175000,739300,837500,995000,2005,"WHITESTONE"
"285","Staten Island","WOODHAVEN","01 ONE FAMILY HOMES",208,215000,409056,397500,720000,2005,"WOODHAVEN"
"286","Staten Island","WOODHAVEN","02 TWO FAMILY HOMES",326,2e+05,551341,550525,920000,2005,"WOODHAVEN"
"287","Staten Island","WOODHAVEN","03 THREE FAMILY HOMES",44,4e+05,579743,577350,745000,2005,"WOODHAVEN"
"288","Staten Island","WOODSIDE","01 ONE FAMILY HOMES",49,230000,509210,490000,840000,2005,"WOODSIDE"
"289","Staten Island","WOODSIDE","02 TWO FAMILY HOMES",81,255000,677535,670000,995000,2005,"WOODSIDE"
"290","Staten Island","WOODSIDE","03 THREE FAMILY HOMES",33,196859,727005,780000,997885,2005,"WOODSIDE"
"291","Queens","BATH BEACH","01 ONE FAMILY HOMES",30,240000,550317,484000,1100000,2005,"BATH BEACH"
"292","Queens","BATH BEACH","02 TWO FAMILY HOMES",98,167750,618565,632500,1295388,2005,"BATH BEACH"
"293","Queens","BATH BEACH","03 THREE FAMILY HOMES",39,258797,729053,750000,1190000,2005,"BATH BEACH"
"294","Queens","BAY RIDGE","01 ONE FAMILY HOMES",162,163528,709522,637654,2200000,2005,"BAY RIDGE"
"295","Queens","BAY RIDGE","02 TWO FAMILY HOMES",161,158430,712913,717000,1300000,2005,"BAY RIDGE"
"296","Queens","BAY RIDGE","03 THREE FAMILY HOMES",14,611500,839929,820000,1165000,2005,"BAY RIDGE"
"297","Queens","BEDFORD STUYVESANT","01 ONE FAMILY HOMES",103,160000,399786,399000,1040000,2005,"BEDFORD STUYVESANT"
"298","Queens","BEDFORD STUYVESANT","02 TWO FAMILY HOMES",598,150000,502910,520000,1150000,2005,"BEDFORD STUYVESANT"
"299","Queens","BEDFORD STUYVESANT","03 THREE FAMILY HOMES",346,150000,582418,591125,1149000,2005,"BEDFORD STUYVESANT"
"300","Queens","BENSONHURST","01 ONE FAMILY HOMES",59,240000,598950,565000,1275000,2005,"BENSONHURST"
"301","Queens","BENSONHURST","02 TWO FAMILY HOMES",161,150000,642973,635000,1500000,2005,"BENSONHURST"
"302","Queens","BENSONHURST","03 THREE FAMILY HOMES",68,170000,680368,702250,1575000,2005,"BENSONHURST"
"303","Queens","BERGEN BEACH","01 ONE FAMILY HOMES",112,253500,583981,531976,1321000,2005,"BERGEN BEACH"
"304","Queens","BERGEN BEACH","02 TWO FAMILY HOMES",72,150000,593673,595676,1125000,2005,"BERGEN BEACH"
"305","Queens","BERGEN BEACH","03 THREE FAMILY HOMES",24,2e+05,660352,675000,780000,2005,"BERGEN BEACH"
"306","Queens","BOERUM HILL","01 ONE FAMILY HOMES",4,690000,1360000,1200000,2350000,2005,"BOERUM HILL"
"307","Queens","BOERUM HILL","02 TWO FAMILY HOMES",18,650000,1277417,1137250,3600000,2005,"BOERUM HILL"
"308","Queens","BOERUM HILL","03 THREE FAMILY HOMES",13,885000,1308218,999999,2500000,2005,"BOERUM HILL"
"309","Queens","BOROUGH PARK","01 ONE FAMILY HOMES",75,203000,632418,580000,1550000,2005,"BOROUGH PARK"
"310","Queens","BOROUGH PARK","02 TWO FAMILY HOMES",239,175000,709761,675000,2360000,2005,"BOROUGH PARK"
"311","Queens","BOROUGH PARK","03 THREE FAMILY HOMES",79,181875,826872,756500,2129925,2005,"BOROUGH PARK"
"312","Queens","BRIGHTON BEACH","01 ONE FAMILY HOMES",28,255000,508993,515000,830000,2005,"BRIGHTON BEACH"
"313","Queens","BRIGHTON BEACH","02 TWO FAMILY HOMES",45,172500,570748,550000,1430000,2005,"BRIGHTON BEACH"
"314","Queens","BRIGHTON BEACH","03 THREE FAMILY HOMES",14,350000,658071,652500,1200000,2005,"BRIGHTON BEACH"
"315","Queens","BROOKLYN HEIGHTS","01 ONE FAMILY HOMES",10,1750000,2753714,2625000,4200000,2005,"BROOKLYN HEIGHTS"
"316","Queens","BROOKLYN HEIGHTS","02 TWO FAMILY HOMES",13,1050000,3117308,2700000,8925000,2005,"BROOKLYN HEIGHTS"
"317","Queens","BROWNSVILLE","01 ONE FAMILY HOMES",82,191039,286982,285000,490000,2005,"BROWNSVILLE"
"318","Queens","BROWNSVILLE","02 TWO FAMILY HOMES",85,185000,405008,412800,556000,2005,"BROWNSVILLE"
"319","Queens","BROWNSVILLE","03 THREE FAMILY HOMES",21,362291,480562,450000,659000,2005,"BROWNSVILLE"
"320","Queens","BUSH TERMINAL","01 ONE FAMILY HOMES",2,309000,417150,417150,525300,2005,"BUSH TERMINAL"
"321","Queens","BUSH TERMINAL","02 TWO FAMILY HOMES",14,3e+05,480286,507000,6e+05,2005,"BUSH TERMINAL"
"322","Queens","BUSH TERMINAL","03 THREE FAMILY HOMES",3,350000,530000,485000,755000,2005,"BUSH TERMINAL"
"323","Queens","BUSHWICK","01 ONE FAMILY HOMES",34,160000,373028,374500,775000,2005,"BUSHWICK"
"324","Queens","BUSHWICK","02 TWO FAMILY HOMES",418,150000,425344,436750,670000,2005,"BUSHWICK"
"325","Queens","BUSHWICK","03 THREE FAMILY HOMES",240,171396,537464,530000,788500,2005,"BUSHWICK"
"326","Queens","CANARSIE","01 ONE FAMILY HOMES",226,150000,366505,366020,675000,2005,"CANARSIE"
"327","Queens","CANARSIE","02 TWO FAMILY HOMES",551,150000,482092,482000,1200000,2005,"CANARSIE"
"328","Queens","CANARSIE","03 THREE FAMILY HOMES",78,330000,556184,572500,712775,2005,"CANARSIE"
"329","Queens","CARROLL GARDENS","01 ONE FAMILY HOMES",2,650500,1027750,1027750,1405000,2005,"CARROLL GARDENS"
"330","Queens","CARROLL GARDENS","02 TWO FAMILY HOMES",29,372000,1023375,990000,2025000,2005,"CARROLL GARDENS"
"331","Queens","CARROLL GARDENS","03 THREE FAMILY HOMES",22,198000,1265302,1350000,2200000,2005,"CARROLL GARDENS"
"332","Queens","CLINTON HILL","01 ONE FAMILY HOMES",8,355000,933500,974000,1340000,2005,"CLINTON HILL"
"333","Queens","CLINTON HILL","02 TWO FAMILY HOMES",33,250000,992218,950000,2150000,2005,"CLINTON HILL"
"334","Queens","CLINTON HILL","03 THREE FAMILY HOMES",21,255652,904414,945000,1425000,2005,"CLINTON HILL"
"335","Queens","COBBLE HILL","01 ONE FAMILY HOMES",2,850000,1450000,1450000,2050000,2005,"COBBLE HILL"
"336","Queens","COBBLE HILL","02 TWO FAMILY HOMES",10,550000,1541131,1600055,2450000,2005,"COBBLE HILL"
"337","Queens","COBBLE HILL","03 THREE FAMILY HOMES",3,1545000,1881667,1900000,2200000,2005,"COBBLE HILL"
"338","Queens","COBBLE HILL-WEST","01 ONE FAMILY HOMES",1,9e+05,9e+05,9e+05,9e+05,2005,"COBBLE HILL-WEST"
"339","Queens","COBBLE HILL-WEST","02 TWO FAMILY HOMES",4,850000,1593525,1162050,3200000,2005,"COBBLE HILL-WEST"
"340","Queens","COBBLE HILL-WEST","03 THREE FAMILY HOMES",1,660000,660000,660000,660000,2005,"COBBLE HILL-WEST"
"341","Queens","CONEY ISLAND","01 ONE FAMILY HOMES",32,215000,327750,329500,4e+05,2005,"CONEY ISLAND"
"342","Queens","CONEY ISLAND","02 TWO FAMILY HOMES",7,350000,483786,495000,635000,2005,"CONEY ISLAND"
"343","Queens","CONEY ISLAND","03 THREE FAMILY HOMES",3,150000,361667,445000,490000,2005,"CONEY ISLAND"
"344","Queens","CROWN HEIGHTS","01 ONE FAMILY HOMES",56,150000,460228,430000,947500,2005,"CROWN HEIGHTS"
"345","Queens","CROWN HEIGHTS","02 TWO FAMILY HOMES",235,160000,503184,499500,1150000,2005,"CROWN HEIGHTS"
"346","Queens","CROWN HEIGHTS","03 THREE FAMILY HOMES",89,250000,584469,580000,990000,2005,"CROWN HEIGHTS"
"347","Queens","CYPRESS HILLS","01 ONE FAMILY HOMES",86,175000,355495,339450,875000,2005,"CYPRESS HILLS"
"348","Queens","CYPRESS HILLS","02 TWO FAMILY HOMES",308,167000,447328,455000,721000,2005,"CYPRESS HILLS"
"349","Queens","CYPRESS HILLS","03 THREE FAMILY HOMES",67,2e+05,461505,470000,660000,2005,"CYPRESS HILLS"
"350","Queens","DOWNTOWN-FULTON FERRY","02 TWO FAMILY HOMES",8,677136,857062,860421,999000,2005,"DOWNTOWN-FULTON FERRY"
"351","Queens","DOWNTOWN-METROTECH","02 TWO FAMILY HOMES",2,7e+05,1575000,1575000,2450000,2005,"DOWNTOWN-METROTECH"
"352","Queens","DYKER HEIGHTS","01 ONE FAMILY HOMES",75,227500,624953,595000,1800000,2005,"DYKER HEIGHTS"
"353","Queens","DYKER HEIGHTS","02 TWO FAMILY HOMES",89,2e+05,683255,678000,1325000,2005,"DYKER HEIGHTS"
"354","Queens","DYKER HEIGHTS","03 THREE FAMILY HOMES",31,225000,715710,750000,1725000,2005,"DYKER HEIGHTS"
"355","Queens","EAST NEW YORK","01 ONE FAMILY HOMES",182,155000,331023,315000,1250000,2005,"EAST NEW YORK"
"356","Queens","EAST NEW YORK","02 TWO FAMILY HOMES",655,150000,425054,435000,2840000,2005,"EAST NEW YORK"
"357","Queens","EAST NEW YORK","03 THREE FAMILY HOMES",210,150000,485692,480000,1560000,2005,"EAST NEW YORK"
"358","Queens","FLATBUSH-CENTRAL","01 ONE FAMILY HOMES",100,181250,653780,567500,1550000,2005,"FLATBUSH-CENTRAL"
"359","Queens","FLATBUSH-CENTRAL","02 TWO FAMILY HOMES",109,167500,520424,478000,1254750,2005,"FLATBUSH-CENTRAL"
"360","Queens","FLATBUSH-CENTRAL","03 THREE FAMILY HOMES",34,365000,615091,627500,889000,2005,"FLATBUSH-CENTRAL"
"361","Queens","FLATBUSH-EAST","01 ONE FAMILY HOMES",369,165000,390924,375000,1150500,2005,"FLATBUSH-EAST"
"362","Queens","FLATBUSH-EAST","02 TWO FAMILY HOMES",305,150000,455177,450000,1272734,2005,"FLATBUSH-EAST"
"363","Queens","FLATBUSH-EAST","03 THREE FAMILY HOMES",59,150000,494334,490000,761000,2005,"FLATBUSH-EAST"
"364","Queens","FLATBUSH-LEFFERTS GARDEN","01 ONE FAMILY HOMES",36,250000,667608,610000,1457500,2005,"FLATBUSH-LEFFERTS GARDEN"
"365","Queens","FLATBUSH-LEFFERTS GARDEN","02 TWO FAMILY HOMES",39,275000,516882,499999,8e+05,2005,"FLATBUSH-LEFFERTS GARDEN"
"366","Queens","FLATBUSH-LEFFERTS GARDEN","03 THREE FAMILY HOMES",11,335000,573364,529000,799000,2005,"FLATBUSH-LEFFERTS GARDEN"
"367","Queens","FLATBUSH-NORTH","01 ONE FAMILY HOMES",62,150000,350038,354250,550000,2005,"FLATBUSH-NORTH"
"368","Queens","FLATBUSH-NORTH","02 TWO FAMILY HOMES",118,175000,419552,407500,8e+05,2005,"FLATBUSH-NORTH"
"369","Queens","FLATBUSH-NORTH","03 THREE FAMILY HOMES",36,188600,530396,480000,860000,2005,"FLATBUSH-NORTH"
"370","Queens","FLATLANDS","01 ONE FAMILY HOMES",109,225000,408073,390000,790000,2005,"FLATLANDS"
"371","Queens","FLATLANDS","02 TWO FAMILY HOMES",86,181000,484661,487000,640000,2005,"FLATLANDS"
"372","Queens","FLATLANDS","03 THREE FAMILY HOMES",10,475000,567155,573250,685000,2005,"FLATLANDS"
"373","Queens","FORT GREENE","01 ONE FAMILY HOMES",3,560000,1136667,1100000,1750000,2005,"FORT GREENE"
"374","Queens","FORT GREENE","02 TWO FAMILY HOMES",26,6e+05,1156404,1174500,1675000,2005,"FORT GREENE"
"375","Queens","FORT GREENE","03 THREE FAMILY HOMES",26,6e+05,1278852,1190000,2351500,2005,"FORT GREENE"
"376","Queens","GERRITSEN BEACH","01 ONE FAMILY HOMES",83,173000,408617,392200,750000,2005,"GERRITSEN BEACH"
"377","Queens","GERRITSEN BEACH","02 TWO FAMILY HOMES",7,375000,427929,440000,452000,2005,"GERRITSEN BEACH"
"378","Queens","GERRITSEN BEACH","03 THREE FAMILY HOMES",1,475000,475000,475000,475000,2005,"GERRITSEN BEACH"
"379","Queens","GOWANUS","01 ONE FAMILY HOMES",8,3e+05,776138,599500,1845000,2005,"GOWANUS"
"380","Queens","GOWANUS","02 TWO FAMILY HOMES",30,225000,675434,675000,1180000,2005,"GOWANUS"
"381","Queens","GOWANUS","03 THREE FAMILY HOMES",9,495500,910378,944600,1577800,2005,"GOWANUS"
"382","Queens","GRAVESEND","01 ONE FAMILY HOMES",109,212000,520770,490000,1150000,2005,"GRAVESEND"
"383","Queens","GRAVESEND","02 TWO FAMILY HOMES",249,169250,614189,610000,1900000,2005,"GRAVESEND"
"384","Queens","GRAVESEND","03 THREE FAMILY HOMES",73,2e+05,696706,7e+05,1300000,2005,"GRAVESEND"
"385","Queens","GREENPOINT","01 ONE FAMILY HOMES",13,2e+05,517979,5e+05,1300000,2005,"GREENPOINT"
"386","Queens","GREENPOINT","02 TWO FAMILY HOMES",39,250000,694462,660000,1225000,2005,"GREENPOINT"
"387","Queens","GREENPOINT","03 THREE FAMILY HOMES",35,2e+05,652757,650000,1060000,2005,"GREENPOINT"
"388","Queens","KENSINGTON","01 ONE FAMILY HOMES",5,410000,558149,585000,670000,2005,"KENSINGTON"
"389","Queens","KENSINGTON","02 TWO FAMILY HOMES",47,290000,656868,650000,1650000,2005,"KENSINGTON"
"390","Queens","KENSINGTON","03 THREE FAMILY HOMES",7,465000,642500,650000,999999,2005,"KENSINGTON"
"391","Queens","MADISON","01 ONE FAMILY HOMES",125,180000,684834,655000,1400000,2005,"MADISON"
"392","Queens","MADISON","02 TWO FAMILY HOMES",65,2e+05,788233,675000,2850000,2005,"MADISON"
"393","Queens","MADISON","03 THREE FAMILY HOMES",10,520500,800450,834000,999000,2005,"MADISON"
"394","Queens","MANHATTAN BEACH","01 ONE FAMILY HOMES",28,360000,1165411,1112500,2550000,2005,"MANHATTAN BEACH"
"395","Queens","MANHATTAN BEACH","02 TWO FAMILY HOMES",14,3e+05,1044214,927500,1800000,2005,"MANHATTAN BEACH"
"396","Queens","MARINE PARK","01 ONE FAMILY HOMES",166,155000,478359,472150,925000,2005,"MARINE PARK"
"397","Queens","MARINE PARK","02 TWO FAMILY HOMES",68,225000,510783,517000,775000,2005,"MARINE PARK"
"398","Queens","MARINE PARK","03 THREE FAMILY HOMES",2,627520,650310,650310,673100,2005,"MARINE PARK"
"399","Queens","MIDWOOD","01 ONE FAMILY HOMES",136,153000,750475,687500,2900000,2005,"MIDWOOD"
"400","Queens","MIDWOOD","02 TWO FAMILY HOMES",62,3e+05,736450,7e+05,1950000,2005,"MIDWOOD"
"401","Queens","MIDWOOD","03 THREE FAMILY HOMES",13,580000,871615,765000,1570500,2005,"MIDWOOD"
"402","Queens","MILL BASIN","01 ONE FAMILY HOMES",58,4e+05,993034,895000,2075000,2005,"MILL BASIN"
"403","Queens","MILL BASIN","02 TWO FAMILY HOMES",37,340000,767595,750000,1320000,2005,"MILL BASIN"
"404","Queens","NAVY YARD","01 ONE FAMILY HOMES",1,490000,490000,490000,490000,2005,"NAVY YARD"
"405","Queens","NAVY YARD","02 TWO FAMILY HOMES",3,332000,519000,6e+05,625000,2005,"NAVY YARD"
"406","Queens","NAVY YARD","03 THREE FAMILY HOMES",6,2e+05,509103,522500,8e+05,2005,"NAVY YARD"
"407","Queens","OCEAN HILL","01 ONE FAMILY HOMES",22,186500,366995,350000,625000,2005,"OCEAN HILL"
"408","Queens","OCEAN HILL","02 TWO FAMILY HOMES",266,180000,427008,431450,1090654,2005,"OCEAN HILL"
"409","Queens","OCEAN HILL","03 THREE FAMILY HOMES",181,220000,490350,490000,8e+05,2005,"OCEAN HILL"
"410","Queens","OCEAN PARKWAY-NORTH","01 ONE FAMILY HOMES",83,240000,872533,625500,3500000,2005,"OCEAN PARKWAY-NORTH"
"411","Queens","OCEAN PARKWAY-NORTH","02 TWO FAMILY HOMES",97,155000,792839,7e+05,2210500,2005,"OCEAN PARKWAY-NORTH"
"412","Queens","OCEAN PARKWAY-NORTH","03 THREE FAMILY HOMES",20,225625,798106,892500,1300000,2005,"OCEAN PARKWAY-NORTH"
"413","Queens","OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES",37,250000,952379,750000,3400000,2005,"OCEAN PARKWAY-SOUTH"
"414","Queens","OCEAN PARKWAY-SOUTH","02 TWO FAMILY HOMES",100,2e+05,839944,695000,3750000,2005,"OCEAN PARKWAY-SOUTH"
"415","Queens","OCEAN PARKWAY-SOUTH","03 THREE FAMILY HOMES",32,193470,1008172,860000,4e+06,2005,"OCEAN PARKWAY-SOUTH"
